0	24.1858
0.1	24.3896
0.2	24.5721
0.3	22.2244
0.4	20.599
0.5	19.4427
0.6	18.6693
0.7	17.7642
0.8	16.9147
0.9	15.6991
1	14.8212
1.1	15.0955
1.2	14.8202
1.3	15.3223
1.4	16.4105
1.5	17.0033
1.6	17.615
1.7	17.7855
1.8	17.8445
1.9	17.9466
2	18.4449
2.1	19.2618
2.2	19.6942
2.3	19.4564
2.4	18.4381
2.5	17.5978
2.6	16.7951
2.7	16.6405
2.8	16.3457
2.9	16.4459
3	16.5508
3.1	16.657
3.2	17.6658
3.3	18.3047
3.4	18.4751
3.5	18.6856
3.6	19.1798
3.7	19.4681
3.8	19.3404
3.9	18.9419
4	18.2027
4.1	17.2629
4.2	15.7806
4.3	14.9644
4.4	14.6876
4.5	14.2541
4.6	13.3312
4.7	12.5938
4.8	12.4997
4.9	12.9674
5	13.5615
5.1	14.2619
5.2	16.0266
5.3	16.4365
5.4	17.4671
5.5	17.9699
5.6	19.4319
5.7	21.0191
5.8	21.444
5.9	21.5755
6	21.7466
6.1	21.269
6.2	19.9343
6.3	19.5746
6.4	19.0229
6.5	19.921
6.6	19.5518
6.7	19.4881
6.8	19.965
6.9	20.3026
7	21.2872
7.1	21.7534
7.2	23.4211
7.3	23.946
7.4	24.657
7.5	24.9679
7.6	25.0622
7.7	24.6322
7.8	24.3796
7.9	24.6136
8	24.0941
8.1	24.5343
8.2	23.554
8.3	23.648
8.4	23.2904
8.5	22.3371
8.6	21.9151
8.7	21.508
8.8	22.6274
8.9	23.1681
9	23.4279
9.1	22.9856
9.2	22.5648
9.3	22.4978
9.4	22.7078
9.5	23.1869
9.6	23.1744
9.7	23.1288
9.8	21.8489
9.9	20.3909
10	19.6424
10.1	19.3152
10.2	19.0978
10.3	18.3576
10.4	17.1577
10.5	15.9381
10.6	15.5541
10.7	17.5059
10.8	19.6991
10.9	22.1429
11	22.825
11.1	23.2227
11.2	25.1395
11.3	26.5094
11.4	29.0578
11.5	29.6761
11.6	31.0573
11.7	31.1423
11.8	30.2305
11.9	28.5577
12	28.3934
12.1	29.0243
12.2	27.5133
12.3	26.2627
12.4	23.8536
12.5	23.6464
12.6	21.5866
12.7	20.2834
12.8	19.7091
12.9	20.1353
13	19.1886
13.1	18.2388
13.2	18.662
13.3	18.6863
13.4	18.6117
13.5	20.2518
13.6	21.2767
13.7	21.3506
13.8	22.0653
13.9	22.8363
14	23.9455
14.1	23.5702
14.2	23.5423
14.3	23.6069
14.4	23.3328
14.5	21.12
14.6	20.5777
14.7	19.7477
14.8	18.6492
14.9	16.8126
15	15.2357
15.1	14.8591
15.2	13.802
15.3	13.2241
15.4	12.906
15.5	13.065
15.6	12.5631
15.7	12.9296
15.8	13.1467
15.9	13.29
16	13.4972
16.1	13.6134
16.2	13.638
16.3	14.1471
16.4	15.6845
16.5	21.2993
16.6	25.4732
16.7	26.9622
16.8	28.9554
16.9	30.0808
17	31.2304
17.1	31.7816
17.2	32.8216
17.3	33.2473
17.4	33.1039
17.5	30.5449
17.6	27.8237
17.7	26.8672
17.8	24.7121
17.9	24.7945
18	24.1273
18.1	24.3075
18.2	23.1837
18.3	23.1566
18.4	22.7961
18.5	23.119
18.6	22.5664
18.7	22.0577
18.8	22.5215
18.9	21.8489
19	21.958
19.1	21.74
19.2	22.6176
19.3	23.1431
19.4	24.4258
19.5	24.3882
19.6	25.2594
19.7	25.5501
19.8	25.2708
19.9	24.8953
20	24.0548
20.1	23.4741
20.2	22.5178
20.3	22.0959
20.4	20.6439
20.5	20.1481
20.6	19.2125
20.7	19.3099
20.8	19.358
20.9	19.464
21	19.761
21.1	20.5081
21.2	21.5376
21.3	22.4939
21.4	24.12
21.5	25.7218
21.6	27.0196
21.7	27.5566
21.8	27.7478
21.9	27.1979
22	26.6508
22.1	26.8016
22.2	28.4305
22.3	28.3967
22.4	28.2083
22.5	26.776
22.6	25.4214
22.7	25.3936
22.8	25.7352
22.9	26.0291
23	26.2638
23.1	25.6958
23.2	22.9562
23.3	21.4809
23.4	20.0309
23.5	19.1034
23.6	18.762
23.7	17.2938
23.8	16.2132
23.9	15.9026
24	15.9784
24.1	16.0476
24.2	16.7494
24.3	17.5784
24.4	18.0928
24.5	18.7568
24.6	18.9146
24.7	18.9759
24.8	19.2901
24.9	20.2574
25	20.8245
25.1	20.9082
25.2	20.4329
25.3	19.2995
25.4	18.3725
25.5	17.7966
25.6	17.556
25.7	17.5378
25.8	17.1131
25.9	17.1287
26	17.9317
26.1	18.0163
26.2	18.5918
26.3	18.8028
26.4	19.1478
26.5	19.6015
26.6	19.7835
26.7	19.646
26.8	19.315
26.9	18.1481
27	16.6886
27.1	16.0322
27.2	15.3874
27.3	15.2147
27.4	14.7871
27.5	14.0856
27.6	13.7105
27.7	13.4672
27.8	14.292
27.9	15.0547
28	16.2583
28.1	17.0769
28.2	17.454
28.3	18.0669
28.4	18.6381
28.5	20.0269
28.6	20.9187
28.7	21.2885
28.8	21.2563
28.9	20.9113
29	20.0253
29.1	19.3836
29.2	18.7531
29.3	18.7408
29.4	19.268
29.5	18.7712
29.6	19.2481
29.7	19.5034
